"care_site_id","care_site_name","place_of_service_concept_id","location_id","care_site_source_value","place_of_service_source_value"
20050,NA,8940,NA,"768231558",NA
20051,NA,8940,NA,"694814603",NA
20052,NA,8940,NA,"151245554",NA
20053,NA,8940,NA,"968282408",NA
20054,NA,8940,NA,"782832014",NA
20055,NA,8940,NA,"287209542",NA
20056,NA,8940,NA,"233460423",NA
20057,NA,8940,NA,"948691106",NA
20058,NA,8940,NA,"941663494",NA
20059,NA,8940,NA,"196623761",NA
20060,NA,8940,NA,"232186968",NA
20061,NA,8940,NA,"197009060",NA
20062,NA,8940,NA,"166929384",NA
20063,NA,8940,NA,"165280174",NA
20064,NA,8940,NA,"181610886",NA
20065,NA,8940,NA,"874559221",NA
20066,NA,8940,NA,"912726441",NA
20067,NA,8940,NA,"119024607",NA
20068,NA,8940,NA,"960423785",NA
20069,NA,8940,NA,"848968222",NA
20070,NA,8940,NA,"935646507",NA
20071,NA,8940,NA,"694673204",NA
20072,NA,8940,NA,"642823992",NA
20073,NA,8940,NA,"528689218",NA
20074,NA,8940,NA,"832176492",NA
20075,NA,8940,NA,"380130904",NA
20076,NA,8940,NA,"294177567",NA
20077,NA,8940,NA,"067372116",NA
20078,NA,8940,NA,"534047058",NA
20079,NA,8940,NA,"013522880",NA
20080,NA,8940,NA,"110433656",NA
20081,NA,8940,NA,"997473162",NA
20082,NA,8940,NA,"663286152",NA
20083,NA,8940,NA,"514049152",NA
20084,NA,8940,NA,"073701763",NA
20085,NA,8940,NA,"362536521",NA
20086,NA,8940,NA,"490251376",NA
20087,NA,8940,NA,"691120674",NA
20088,NA,8940,NA,"802073761",NA
20089,NA,8940,NA,"492883035",NA
20090,NA,8940,NA,"441175168",NA
20091,NA,8940,NA,"702956030",NA
20092,NA,8940,NA,"414573171",NA
20093,NA,8940,NA,"783582741",NA
20094,NA,8940,NA,"647290467",NA
20095,NA,8940,NA,"280230896",NA
20096,NA,8940,NA,"926844454",NA
20097,NA,8940,NA,"982646230",NA
20098,NA,8940,NA,"162195704",NA
20099,NA,8940,NA,"524821251",NA
20100,NA,8940,NA,"873640637",NA
20101,NA,8940,NA,"531556889",NA
20102,NA,8940,NA,"054017329",NA
20103,NA,8717,NA,"1401YS","Inpatient Facility"
20104,NA,8756,NA,"1401RJ","Outpatient Facility"
20105,NA,8756,NA,"14026D","Outpatient Facility"
20106,NA,8940,NA,"115876154",NA
20107,NA,8940,NA,"167702944",NA
20108,NA,8940,NA,"817452326",NA
20109,NA,8940,NA,"085085200",NA
20110,NA,8940,NA,"387584694",NA
20111,NA,8940,NA,"067191623",NA
20112,NA,8940,NA,"561832855",NA
20113,NA,8940,NA,"393187981",NA
20114,NA,8940,NA,"583019067",NA
20115,NA,8940,NA,"387709609",NA
20116,NA,8940,NA,"178109401",NA
20117,NA,8940,NA,"532337325",NA
20118,NA,8940,NA,"209878081",NA
20119,NA,8940,NA,"792006474",NA
20120,NA,8940,NA,"491449305",NA
20121,NA,8940,NA,"335641120",NA
20122,NA,8940,NA,"423318323",NA
20123,NA,8940,NA,"606185208",NA
20124,NA,8940,NA,"860998529",NA
20125,NA,8940,NA,"341004792",NA
20126,NA,8940,NA,"857605251",NA
20127,NA,8940,NA,"741841455",NA
20128,NA,8940,NA,"732493793",NA
20129,NA,8940,NA,"065734179",NA
20130,NA,8940,NA,"263495684",NA
20131,NA,8940,NA,"351832174",NA
20132,NA,8940,NA,"597404143",NA
20133,NA,8940,NA,"884466097",NA
20134,NA,8940,NA,"012621049",NA
20135,NA,8940,NA,"436369607",NA
20136,NA,8940,NA,"486638595",NA
20137,NA,8940,NA,"549993581",NA
20138,NA,8940,NA,"734179620",NA
20139,NA,8717,NA,"1002AH","Inpatient Facility"
20140,NA,8756,NA,"2330KK","Outpatient Facility"
20141,NA,8756,NA,"2302RT","Outpatient Facility"
20142,NA,8756,NA,"2300GU","Outpatient Facility"
20143,NA,8940,NA,"557148670",NA
20144,NA,8940,NA,"835785112",NA
20145,NA,8940,NA,"450687506",NA
20146,NA,8940,NA,"033835996",NA
20147,NA,8940,NA,"652400991",NA
20148,NA,8940,NA,"638772055",NA
20149,NA,8940,NA,"847277262",NA
20150,NA,8940,NA,"856674125",NA
20151,NA,8940,NA,"255623301",NA
20152,NA,8940,NA,"147654373",NA
20153,NA,8940,NA,"257365976",NA
20154,NA,8940,NA,"805772697",NA
20155,NA,8940,NA,"690719368",NA
20156,NA,8940,NA,"197000572",NA
20157,NA,8756,NA,"1413GM","Outpatient Facility"
20158,NA,8940,NA,"432180343",NA
20159,NA,8940,NA,"260274095",NA
20160,NA,8940,NA,"828457682",NA
20161,NA,8940,NA,"423298948",NA
20162,NA,8940,NA,"856241805",NA
20163,NA,8756,NA,"0510MU","Outpatient Facility"
20164,NA,8756,NA,"0528SU","Outpatient Facility"
20165,NA,8940,NA,"832959027",NA
20166,NA,8940,NA,"553845335",NA
20167,NA,8940,NA,"694073969",NA
20168,NA,8940,NA,"797736688",NA
20169,NA,8940,NA,"154141914",NA
20170,NA,8940,NA,"751531680",NA
20171,NA,8940,NA,"451071750",NA
20172,NA,8940,NA,"387124769",NA
20173,NA,8940,NA,"358374030",NA
20174,NA,8940,NA,"912524787",NA
20175,NA,8940,NA,"306916149",NA
20176,NA,8940,NA,"742794947",NA
20177,NA,8940,NA,"649627513",NA
20178,NA,8940,NA,"936030267",NA
20179,NA,8940,NA,"560046396",NA
20180,NA,8940,NA,"071212236",NA
20181,NA,8756,NA,"3401XM","Outpatient Facility"
20182,NA,8756,NA,"3400XU","Outpatient Facility"
20183,NA,8940,NA,"535036146",NA
20184,NA,8940,NA,"431972679",NA
20185,NA,8940,NA,"417838402",NA
20186,NA,8756,NA,"5300RA","Outpatient Facility"
20187,NA,8940,NA,"559475904",NA
20188,NA,8940,NA,"726012639",NA
20189,NA,8940,NA,"048370387",NA
20190,NA,8940,NA,"760782471",NA
20191,NA,8940,NA,"526913197",NA
20192,NA,8940,NA,"405005774",NA
20193,NA,8940,NA,"581594930",NA
20194,NA,8940,NA,"072147417",NA
20195,NA,8940,NA,"014826670",NA
20196,NA,8940,NA,"760558324",NA
20197,NA,8940,NA,"556991473",NA
20198,NA,8940,NA,"394394687",NA
20199,NA,8940,NA,"431393313",NA
20200,NA,8940,NA,"982426802",NA
20201,NA,8940,NA,"311870411",NA
20202,NA,8940,NA,"442214152",NA
20203,NA,8940,NA,"709492412",NA
20204,NA,8940,NA,"422707220",NA
20205,NA,8940,NA,"505415554",NA
20206,NA,8940,NA,"412253605",NA
20207,NA,8940,NA,"972898745",NA
20208,NA,8940,NA,"649245942",NA
20209,NA,8940,NA,"074345159",NA
20210,NA,8940,NA,"626678502",NA
20211,NA,8940,NA,"810999189",NA
20212,NA,8940,NA,"781024666",NA
20213,NA,8940,NA,"009125620",NA
20214,NA,8940,NA,"647229135",NA
20215,NA,8940,NA,"365545299",NA
20216,NA,8940,NA,"684603186",NA
20217,NA,8940,NA,"762992544",NA
20218,NA,8940,NA,"764106077",NA
20219,NA,8940,NA,"033057021",NA
20220,NA,8940,NA,"956412250",NA
20221,NA,8940,NA,"946732727",NA
20222,NA,8940,NA,"927505445",NA
20223,NA,8940,NA,"179161881",NA
20224,NA,8940,NA,"713984913",NA
20225,NA,8940,NA,"003768310",NA
20226,NA,8940,NA,"771909765",NA
20227,NA,8940,NA,"441685508",NA
20228,NA,8940,NA,"958679806",NA
20229,NA,8940,NA,"054922176",NA
20230,NA,8940,NA,"203916591",NA
20231,NA,8940,NA,"794898823",NA
20232,NA,8940,NA,"642465852",NA
20233,NA,8940,NA,"302316869",NA
20234,NA,8940,NA,"655505126",NA
20235,NA,8940,NA,"230971796",NA
20236,NA,8940,NA,"551779793",NA
20237,NA,8940,NA,"746541204",NA
20238,NA,8940,NA,"943261852",NA
20239,NA,8940,NA,"765781713",NA
20240,NA,8940,NA,"655013633",NA
20241,NA,8940,NA,"952656089",NA
20242,NA,8940,NA,"993985176",NA
20243,NA,8940,NA,"067722057",NA
20244,NA,8940,NA,"567800683",NA
20245,NA,8940,NA,"592092416",NA
20246,NA,8940,NA,"714424729",NA
20247,NA,8940,NA,"126914056",NA
20248,NA,8940,NA,"774032284",NA
20249,NA,8940,NA,"011580612",NA
20250,NA,8940,NA,"649778683",NA
20251,NA,8756,NA,"10278M","Outpatient Facility"
20252,NA,8756,NA,"3900BV","Outpatient Facility"
20253,NA,8940,NA,"364763491",NA
20254,NA,8940,NA,"106153792",NA
20255,NA,8940,NA,"361552205",NA
20256,NA,8940,NA,"196942156",NA
20257,NA,8940,NA,"260877664",NA
20258,NA,8940,NA,"306355939",NA
20259,NA,8940,NA,"441865877",NA
20260,NA,8940,NA,"842648322",NA
20261,NA,8940,NA,"339322547",NA
20262,NA,8940,NA,"375220446",NA
20263,NA,8940,NA,"920160839",NA
20264,NA,8940,NA,"858771350",NA
20265,NA,8940,NA,"130164843",NA
20266,NA,8940,NA,"995694613",NA
20267,NA,8940,NA,"732859930",NA
20268,NA,8717,NA,"3920BU","Inpatient Facility"
20269,NA,8940,NA,"131618208",NA
20270,NA,8940,NA,"396161412",NA
20271,NA,8940,NA,"360527878",NA
20272,NA,8940,NA,"379337608",NA
20273,NA,8940,NA,"359791050",NA
20274,NA,8940,NA,"170684666",NA
20275,NA,8940,NA,"083974868",NA
20276,NA,8940,NA,"018721734",NA
20277,NA,8940,NA,"636861478",NA
20278,NA,8940,NA,"591342109",NA
20279,NA,8940,NA,"953775982",NA
20280,NA,8940,NA,"281488181",NA
20281,NA,8940,NA,"431834024",NA
20282,NA,8940,NA,"249877507",NA
20283,NA,8940,NA,"103925954",NA
20284,NA,8940,NA,"435436763",NA
20285,NA,8940,NA,"457791729",NA
20286,NA,8940,NA,"788837220",NA
20287,NA,8940,NA,"299507473",NA
20288,NA,8940,NA,"625900051",NA
20289,NA,8940,NA,"679117449",NA
20290,NA,8940,NA,"735665177",NA
20291,NA,8940,NA,"074339509",NA
20292,NA,8940,NA,"048995631",NA
20293,NA,8940,NA,"164799193",NA
20294,NA,8940,NA,"576164629",NA
20295,NA,8940,NA,"395755221",NA
20296,NA,8940,NA,"165937665",NA
20297,NA,8940,NA,"129810888",NA
20298,NA,8940,NA,"633295532",NA
20299,NA,8940,NA,"394441295",NA
20300,NA,8940,NA,"373672955",NA
20301,NA,8940,NA,"265601840",NA
20302,NA,8756,NA,"2313AQ","Outpatient Facility"
20303,NA,8756,NA,"2302BM","Outpatient Facility"
20304,NA,8756,NA,"2302XD","Outpatient Facility"
20305,NA,8756,NA,"2301QA","Outpatient Facility"
20306,NA,8940,NA,"318255117",NA
20307,NA,8940,NA,"376854919",NA
20308,NA,8940,NA,"534585172",NA
20309,NA,8940,NA,"896208445",NA
20310,NA,8756,NA,"2302PR","Outpatient Facility"
20311,NA,8756,NA,"4900DP","Outpatient Facility"
20312,NA,8756,NA,"5202NV","Outpatient Facility"
20313,NA,8940,NA,"354788085",NA
20314,NA,8940,NA,"798317124",NA
20315,NA,8940,NA,"131963433",NA
20316,NA,8940,NA,"938817131",NA
20317,NA,8940,NA,"936594800",NA
20318,NA,8940,NA,"949443540",NA
20319,NA,8940,NA,"593020743",NA
20320,NA,8940,NA,"520803686",NA
20321,NA,8940,NA,"056427866",NA
20322,NA,8940,NA,"810964310",NA
20323,NA,8940,NA,"485271134",NA
20324,NA,8940,NA,"038670641",NA
20325,NA,8940,NA,"844252323",NA
20326,NA,8940,NA,"301309586",NA
20327,NA,8940,NA,"177419672",NA
20328,NA,8940,NA,"057590702",NA
20329,NA,8940,NA,"081201574",NA
20330,NA,8940,NA,"651324067",NA
20331,NA,8940,NA,"171602603",NA
20332,NA,8940,NA,"133240652",NA
20333,NA,8940,NA,"454038175",NA
20334,NA,8940,NA,"940489324",NA
20335,NA,8940,NA,"717269354",NA
20336,NA,8940,NA,"009318701",NA
20337,NA,8940,NA,"558705754",NA
20338,NA,8940,NA,"548338326",NA
20339,NA,8940,NA,"849682587",NA
20340,NA,8940,NA,"091081259",NA
20341,NA,8940,NA,"133017322",NA
20342,NA,8940,NA,"953532031",NA
20343,NA,8940,NA,"133618130",NA
20344,NA,8940,NA,"850577487",NA
20345,NA,8940,NA,"307560764",NA
20346,NA,8940,NA,"270104099",NA
20347,NA,8940,NA,"810451987",NA
20348,NA,8940,NA,"984260543",NA
20349,NA,8940,NA,"960204043",NA
20350,NA,8940,NA,"695340484",NA
20351,NA,8940,NA,"593392842",NA
20352,NA,8940,NA,"327029495",NA
20353,NA,8940,NA,"360759575",NA
20354,NA,8940,NA,"944901505",NA
20355,NA,8940,NA,"716213200",NA
20356,NA,8940,NA,"408080785",NA
20357,NA,8940,NA,"903095392",NA
20358,NA,8940,NA,"210005633",NA
20359,NA,8940,NA,"706790955",NA
20360,NA,8940,NA,"945152340",NA
20361,NA,8940,NA,"953686088",NA
20362,NA,8940,NA,"794214877",NA
20363,NA,8940,NA,"563789459",NA
20364,NA,8940,NA,"157660250",NA
20365,NA,8940,NA,"135379957",NA
20366,NA,8940,NA,"423082411",NA
20367,NA,8940,NA,"730054892",NA
20368,NA,8940,NA,"442848996",NA
20369,NA,8940,NA,"671902536",NA
20370,NA,8940,NA,"987757036",NA
20371,NA,8940,NA,"804986886",NA
20372,NA,8940,NA,"906758627",NA
20373,NA,8940,NA,"276784267",NA
20374,NA,8940,NA,"523735414",NA
20375,NA,8940,NA,"815056477",NA
20376,NA,8940,NA,"198980792",NA
20377,NA,8940,NA,"208851389",NA
20378,NA,8940,NA,"749025715",NA
20379,NA,8756,NA,"2225YK","Outpatient Facility"
20380,NA,8940,NA,"290709548",NA
20381,NA,8940,NA,"164831536",NA
20382,NA,8940,NA,"035556367",NA
20383,NA,8940,NA,"434051866",NA
20384,NA,8940,NA,"253843218",NA
20385,NA,8940,NA,"528228970",NA
20386,NA,8940,NA,"819219123",NA
20387,NA,8940,NA,"772692044",NA
20388,NA,8940,NA,"599001798",NA
20389,NA,8940,NA,"256714072",NA
20390,NA,8940,NA,"296331276",NA
20391,NA,8940,NA,"989292343",NA
20392,NA,8940,NA,"550060339",NA
20393,NA,8940,NA,"487455198",NA
20394,NA,8940,NA,"841001401",NA
20395,NA,8940,NA,"593195244",NA
20396,NA,8940,NA,"551339801",NA
20397,NA,8940,NA,"700245595",NA
20398,NA,8940,NA,"132561155",NA
20399,NA,8940,NA,"886639378",NA
20400,NA,8940,NA,"495334728",NA
20401,NA,8940,NA,"002051796",NA
20402,NA,8940,NA,"341849005",NA
20403,NA,8940,NA,"755460781",NA
20404,NA,8940,NA,"302339507",NA
20405,NA,8940,NA,"229514143",NA
20406,NA,8940,NA,"448500989",NA
20407,NA,8756,NA,"3302GD","Outpatient Facility"
20408,NA,8756,NA,"3303JB","Outpatient Facility"
20409,NA,8756,NA,"0300WJ","Outpatient Facility"
20410,NA,8940,NA,"383681738",NA
20411,NA,8940,NA,"369564320",NA
20412,NA,8940,NA,"710029279",NA
20413,NA,8940,NA,"614047336",NA
20414,NA,8940,NA,"083351528",NA
20415,NA,8940,NA,"410005503",NA
20416,NA,8940,NA,"050134405",NA
20417,NA,8940,NA,"979716916",NA
20418,NA,8940,NA,"690190674",NA
20419,NA,8940,NA,"476826163",NA
20420,NA,8940,NA,"201139558",NA
20421,NA,8940,NA,"411147440",NA
20422,NA,8940,NA,"670891653",NA
20423,NA,8940,NA,"394180747",NA
20424,NA,8940,NA,"415014743",NA
20425,NA,8940,NA,"400296731",NA
20426,NA,8940,NA,"838998322",NA
20427,NA,8940,NA,"013247373",NA
20428,NA,8940,NA,"325007658",NA
20429,NA,8940,NA,"122722662",NA
20430,NA,8940,NA,"769490978",NA
20431,NA,8940,NA,"730946134",NA
20432,NA,8756,NA,"1413XJ","Outpatient Facility"
20433,NA,8940,NA,"957572067",NA
20434,NA,8940,NA,"088499544",NA
20435,NA,8940,NA,"222663374",NA
20436,NA,8940,NA,"179702532",NA
20437,NA,8940,NA,"693731135",NA
20438,NA,8940,NA,"492931529",NA
20439,NA,8940,NA,"381293408",NA
20440,NA,8940,NA,"233723868",NA
20441,NA,8940,NA,"533367000",NA
20442,NA,8940,NA,"814820960",NA
20443,NA,8940,NA,"795366890",NA
20444,NA,8940,NA,"010222997",NA
20445,NA,8940,NA,"147866763",NA
20446,NA,8940,NA,"476857478",NA
20447,NA,8940,NA,"015679237",NA
20448,NA,8940,NA,"814484485",NA
20449,NA,8940,NA,"653968727",NA
20450,NA,8940,NA,"583175031",NA
20451,NA,8940,NA,"143656224",NA
20452,NA,8940,NA,"942382868",NA
20453,NA,8940,NA,"015666738",NA
20454,NA,8940,NA,"726447453",NA
20455,NA,8940,NA,"716105639",NA
20456,NA,8717,NA,"2500DS","Inpatient Facility"
20457,NA,8756,NA,"2500YK","Outpatient Facility"
20458,NA,8756,NA,"2500GT","Outpatient Facility"
20459,NA,8940,NA,"073076099",NA
20460,NA,8940,NA,"586290925",NA
20461,NA,8940,NA,"316509236",NA
20462,NA,8940,NA,"551165599",NA
20463,NA,8940,NA,"784811667",NA
20464,NA,8940,NA,"256898322",NA
20465,NA,8940,NA,"723891808",NA
20466,NA,8940,NA,"287499399",NA
20467,NA,8940,NA,"326133843",NA
20468,NA,8940,NA,"576752648",NA
20469,NA,8940,NA,"198869245",NA
20470,NA,8940,NA,"192616825",NA
20471,NA,8940,NA,"436478479",NA
20472,NA,8940,NA,"475694845",NA
20473,NA,8756,NA,"3401VJ","Outpatient Facility"
20474,NA,8940,NA,"300650851",NA
20475,NA,8940,NA,"953319253",NA
20476,NA,8940,NA,"198499550",NA
20477,NA,8940,NA,"419212583",NA
20478,NA,8940,NA,"003244367",NA
20479,NA,8940,NA,"943099813",NA
20480,NA,8940,NA,"514513783",NA
20481,NA,8940,NA,"585914095",NA
20482,NA,8940,NA,"707609032",NA
20483,NA,8940,NA,"465869661",NA
20484,NA,8940,NA,"818256802",NA
20485,NA,8717,NA,"33026U","Inpatient Facility"
20486,NA,8756,NA,"3302DC","Outpatient Facility"
20487,NA,8940,NA,"989827319",NA
20488,NA,8940,NA,"652363622",NA
20489,NA,8940,NA,"431960537",NA
20490,NA,8940,NA,"131054824",NA
20491,NA,8940,NA,"013679968",NA
20492,NA,8940,NA,"639777423",NA
20493,NA,8940,NA,"660565509",NA
20494,NA,8940,NA,"418819375",NA
20495,NA,8940,NA,"584135612",NA
20496,NA,8940,NA,"791355480",NA
20497,NA,8940,NA,"443587458",NA
20498,NA,8940,NA,"340405029",NA
20499,NA,8940,NA,"064762593",NA
20500,NA,8940,NA,"159885589",NA
20501,NA,8940,NA,"924267223",NA
20502,NA,8940,NA,"834259572",NA
20503,NA,8940,NA,"973267032",NA
20504,NA,8940,NA,"191332817",NA
20505,NA,8940,NA,"311273675",NA
20506,NA,8940,NA,"670979461",NA
20507,NA,8940,NA,"913724823",NA
20508,NA,8940,NA,"970917777",NA
20509,NA,8940,NA,"162516493",NA
20510,NA,8940,NA,"969401492",NA
20511,NA,8940,NA,"062681616",NA
20512,NA,8940,NA,"015278620",NA
20513,NA,8940,NA,"356056400",NA
20514,NA,8940,NA,"710081095",NA
20515,NA,8940,NA,"209831764",NA
20516,NA,8940,NA,"700620520",NA
20517,NA,8940,NA,"638666703",NA
20518,NA,8940,NA,"992507541",NA
20519,NA,8940,NA,"773390426",NA
20520,NA,8940,NA,"907088149",NA
20521,NA,8940,NA,"824773283",NA
20522,NA,8940,NA,"296281162",NA
20523,NA,8940,NA,"830622629",NA
20524,NA,8940,NA,"097266975",NA
20525,NA,8940,NA,"590486515",NA
20526,NA,8940,NA,"763878540",NA
20527,NA,8940,NA,"456999376",NA
20528,NA,8940,NA,"567403245",NA
20529,NA,8940,NA,"800038199",NA
20530,NA,8940,NA,"550409723",NA
20531,NA,8940,NA,"488374941",NA
20532,NA,8940,NA,"105214354",NA
20533,NA,8940,NA,"697501307",NA
20534,NA,8756,NA,"4400UD","Outpatient Facility"
20535,NA,8756,NA,"4419UJ","Outpatient Facility"
20536,NA,8940,NA,"143750640",NA
20537,NA,8940,NA,"753734094",NA
20538,NA,8940,NA,"006282340",NA
20539,NA,8940,NA,"947226369",NA
20540,NA,8940,NA,"606382674",NA
20541,NA,8940,NA,"171981485",NA
20542,NA,8940,NA,"875371099",NA
20543,NA,8940,NA,"678820098",NA
20544,NA,8940,NA,"763756464",NA
20545,NA,8940,NA,"879898718",NA
20546,NA,8940,NA,"990195813",NA
20547,NA,8940,NA,"282718653",NA
20548,NA,8940,NA,"887727957",NA
20549,NA,8940,NA,"048288456",NA
20550,NA,8940,NA,"023989750",NA
20551,NA,8940,NA,"514097219",NA
20552,NA,8940,NA,"590645876",NA
20553,NA,8717,NA,"1900ZP","Inpatient Facility"
20554,NA,8756,NA,"4502TB","Outpatient Facility"
20555,NA,8756,NA,"19258N","Outpatient Facility"
20556,NA,8756,NA,"4500DV","Outpatient Facility"
20557,NA,8756,NA,"1926NN","Outpatient Facility"
20558,NA,8756,NA,"4506SG","Outpatient Facility"
20559,NA,8756,NA,"4500BT","Outpatient Facility"
20560,NA,8756,NA,"4502QU","Outpatient Facility"
20561,NA,8756,NA,"4506MP","Outpatient Facility"
20562,NA,8756,NA,"1901AM","Outpatient Facility"
20563,NA,8940,NA,"424340760",NA
20564,NA,8940,NA,"573518902",NA
20565,NA,8940,NA,"587031173",NA
20566,NA,8940,NA,"316529869",NA
20567,NA,8940,NA,"608642007",NA
20568,NA,8940,NA,"892063044",NA
20569,NA,8940,NA,"324676615",NA
20570,NA,8940,NA,"948768108",NA
20571,NA,8940,NA,"756838742",NA
20572,NA,8940,NA,"994425295",NA
20573,NA,8940,NA,"454477251",NA
20574,NA,8940,NA,"908496179",NA
20575,NA,8940,NA,"392005075",NA
20576,NA,8940,NA,"581701350",NA
20577,NA,8940,NA,"480586844",NA
20578,NA,8940,NA,"431880669",NA
20579,NA,8940,NA,"043484716",NA
20580,NA,8940,NA,"899876378",NA
20581,NA,8940,NA,"875545738",NA
20582,NA,8940,NA,"546060317",NA
20583,NA,8940,NA,"285466337",NA
20584,NA,8940,NA,"994007076",NA
20585,NA,8940,NA,"260672854",NA
20586,NA,8940,NA,"370354506",NA
20587,NA,8940,NA,"027511591",NA
20588,NA,8940,NA,"444214260",NA
20589,NA,8940,NA,"288640534",NA
20590,NA,8940,NA,"670877201",NA
20591,NA,8940,NA,"464608579",NA
20592,NA,8940,NA,"271289674",NA
20593,NA,8940,NA,"080584308",NA
20594,NA,8940,NA,"783366180",NA
20595,NA,8940,NA,"641364116",NA
20596,NA,8940,NA,"017988903",NA
20597,NA,8940,NA,"911513474",NA
20598,NA,8940,NA,"055673443",NA
20599,NA,8940,NA,"648876405",NA
20600,NA,8940,NA,"641145902",NA
20601,NA,8940,NA,"915138008",NA
20602,NA,8940,NA,"455518154",NA
20603,NA,8940,NA,"650864882",NA
20604,NA,8940,NA,"231454864",NA
20605,NA,8940,NA,"244889960",NA
20606,NA,8940,NA,"118539764",NA
20607,NA,8940,NA,"200902673",NA
20608,NA,8940,NA,"077997531",NA
20609,NA,8940,NA,"223884574",NA
20610,NA,8940,NA,"512346158",NA
20611,NA,8940,NA,"261678961",NA
20612,NA,8940,NA,"840301030",NA
20613,NA,8940,NA,"558070678",NA
20614,NA,8940,NA,"621778756",NA
20615,NA,8940,NA,"019048429",NA
20616,NA,8940,NA,"200984917",NA
20617,NA,8940,NA,"250781917",NA
20618,NA,8940,NA,"066215412",NA
20619,NA,8940,NA,"753190814",NA
20620,NA,8940,NA,"748978979",NA
20621,NA,8940,NA,"369780679",NA
20622,NA,8940,NA,"501223841",NA
20623,NA,8940,NA,"735240060",NA
20624,NA,8940,NA,"911266868",NA
20625,NA,8940,NA,"760771562",NA
20626,NA,8940,NA,"782561773",NA
20627,NA,8940,NA,"336279381",NA
20628,NA,8940,NA,"277896188",NA
20629,NA,8940,NA,"244496811",NA
20630,NA,8940,NA,"189941225",NA
20631,NA,8940,NA,"130131272",NA
20632,NA,8940,NA,"715480427",NA
20633,NA,8940,NA,"392533127",NA
20634,NA,8940,NA,"095256695",NA
20635,NA,8940,NA,"848855517",NA
20636,NA,8940,NA,"524813207",NA
20637,NA,8940,NA,"951475861",NA
20638,NA,8940,NA,"056196393",NA
20639,NA,8940,NA,"177427275",NA
20640,NA,8940,NA,"133258804",NA
20641,NA,8940,NA,"674241536",NA
20642,NA,8940,NA,"813301521",NA
20643,NA,8940,NA,"660478847",NA
20644,NA,8940,NA,"189484270",NA
20645,NA,8940,NA,"729772234",NA
20646,NA,8940,NA,"661164820",NA
20647,NA,8940,NA,"271097852",NA
20648,NA,8940,NA,"216853145",NA
20649,NA,8940,NA,"348670510",NA
20650,NA,8940,NA,"640140426",NA
20651,NA,8940,NA,"460858156",NA
20652,NA,8940,NA,"892429743",NA
20653,NA,8940,NA,"591336211",NA
20654,NA,8940,NA,"172090058",NA
20655,NA,8940,NA,"508287749",NA
20656,NA,8940,NA,"475473841",NA
20657,NA,8940,NA,"446216630",NA
20658,NA,8940,NA,"663146445",NA
20659,NA,8940,NA,"822622624",NA
20660,NA,8940,NA,"863779867",NA
20661,NA,8756,NA,"1701WB","Outpatient Facility"
20662,NA,8940,NA,"642775745",NA
20663,NA,8940,NA,"822477989",NA
20664,NA,8940,NA,"712025000",NA
20665,NA,8940,NA,"482485767",NA
20666,NA,8940,NA,"331315608",NA
20667,NA,8940,NA,"410515578",NA
20668,NA,8940,NA,"438010545",NA
20669,NA,8940,NA,"527102258",NA
20670,NA,8940,NA,"797727218",NA
20671,NA,8940,NA,"127936103",NA
20672,NA,8940,NA,"199663335",NA
20673,NA,8940,NA,"641705836",NA
20674,NA,8756,NA,"4000HC","Outpatient Facility"
20675,NA,8756,NA,"40018A","Outpatient Facility"
20676,NA,8756,NA,"4001JB","Outpatient Facility"
20677,NA,8940,NA,"863931220",NA
20678,NA,8940,NA,"411560501",NA
20679,NA,8940,NA,"988323855",NA
20680,NA,8940,NA,"950920596",NA
20681,NA,8940,NA,"379371004",NA
20682,NA,8940,NA,"680795231",NA
20683,NA,8940,NA,"764734217",NA
20684,NA,8940,NA,"832370179",NA
20685,NA,8940,NA,"593251791",NA
20686,NA,8940,NA,"833755520",NA
20687,NA,8940,NA,"636132123",NA
20688,NA,8940,NA,"563036626",NA
20689,NA,8940,NA,"309937373",NA
20690,NA,8940,NA,"612036652",NA
20691,NA,8940,NA,"491185493",NA
20692,NA,8940,NA,"052783899",NA
20693,NA,8940,NA,"973654594",NA
20694,NA,8940,NA,"368726217",NA
20695,NA,8940,NA,"324258613",NA
20696,NA,8940,NA,"883483180",NA
20697,NA,8940,NA,"260442191",NA
20698,NA,8940,NA,"312090390",NA
20699,NA,8940,NA,"736038250",NA
20700,NA,8940,NA,"102344661",NA
20701,NA,8940,NA,"778576404",NA
20702,NA,8940,NA,"266736156",NA
20703,NA,8940,NA,"857399717",NA
20704,NA,8940,NA,"451458025",NA
20705,NA,8940,NA,"489044819",NA
20706,NA,8940,NA,"960094192",NA
20707,NA,8940,NA,"323782612",NA
20708,NA,8940,NA,"916750327",NA
20709,NA,8940,NA,"568043083",NA
20710,NA,8940,NA,"051949748",NA
20711,NA,8940,NA,"279807777",NA
20712,NA,8940,NA,"866036543",NA
20713,NA,8940,NA,"214918119",NA
20714,NA,8940,NA,"925815563",NA
20715,NA,8940,NA,"106858328",NA
20716,NA,8940,NA,"845324839",NA
20717,NA,8940,NA,"591196295",NA
20718,NA,8940,NA,"021806801",NA
20719,NA,8940,NA,"457823915",NA
20720,NA,8940,NA,"300136171",NA
20721,NA,8940,NA,"050591855",NA
20722,NA,8940,NA,"092985638",NA
20723,NA,8940,NA,"913493056",NA
20724,NA,8940,NA,"626380284",NA
20725,NA,8940,NA,"000990619",NA
20726,NA,8940,NA,"630091088",NA
